Country Name,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
St. Lucia,..,..,..,..,..,..,..,6.532380104,..,..,..,5.528940201,5.449940205,..,5.707330227,..,3.534490108,3.436460018,4.238959789,4.696690083,..,4.483530045,3.067660093,3.482899904,3.588239908,3.272989988,3.85984993,3.880690098,3.867729902
St. Martin (French part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,..,..,4.468689919,..,4.873770237,..,..,..,..,..,..,4.033360004,5.752679825,7.913809776,..,7.801990032,8.637829781,..,6.350810051,..,5.671030045,..,5.689780235,5.085229874,..,..,..,..,..
Sub-Saharan Africa,..,..,..,..,..,..,..,..,..,..,..,..,3.322654963,2.80913496,3.432719946,3.060899973,..,3.109630108,3.52218008,3.56625998,..,3.285300016,3.61195004,3.539799929,3.217275023,3.448845029,3.327510118,4.035249949,4.148090005
Sub-Saharan Africa (excluding high income),..,..,..,..,..,..,..,..,..,..,..,..,3.227859974,2.646709919,3.550699949,3.106624961,..,3.108380079,3.415910006,3.435009956,..,3.34442997,3.867880106,3.521014929,3.102479935,3.479490042,3.306080103,4.017199993,3.801500082
Sub-Saharan Africa (IDA & IBRD countries),..,..,..,..,..,..,..,..,..,..,..,..,3.322654963,2.80913496,3.432719946,3.060899973,..,3.109630108,3.52218008,3.56625998,..,3.285300016,3.61195004,3.539799929,3.217275023,3.448845029,3.327510118,4.035249949,4.148090005
Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,1.012179971,..,1.426440001,..,1.629899979,1.563070059,1.963019967,..,2.201430082,2.218679905,..,..,..,..,..,..
Suriname,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sweden,..,..,..,5.212190151,5.443809986,5.258500099,5.50703001,..,6.148139954,6.838620186,..,7.06125021,6.848730087,6.740149975,6.617640018,6.924349785,6.791429996,6.663109779,6.506400108,6.364290237,6.171589851,6.344550133,6.749710083,6.522689819,6.366919994,7.536970139,7.611209869,7.573729992,7.443900108
Switzerland,4.29061985,4.356999874,4.266739845,4.522940159,4.680630207,..,5.092060089,5.055300236,5.059430122,5.071919918,..,4.887020111,4.890230179,4.781400204,4.95980978,5.314290047,5.523759842,5.445730209,5.204100132,4.9615798,4.687379837,4.867990017,5.041180134,4.926050186,4.969860077,5.033370018,5.040480137,5.051229954,5.100570202
Syrian Arab Republic,4.561840057,3.615859985,4.03414011,..,..,..,..,..,..,3.69904995,..,..,..,..,4.360489845,5.04693985,6.480840206,5.371479988,..,5.346000195,4.871970177,4.59525013,5.130139828,..,..,..,..,..,..
Tajikistan,..,..,..,..,..,..,8.18558979,..,2.065900087,2.043450117,..,2.528490067,2.076519966,2.328710079,2.376590014,2.775789976,2.420789957,2.772030115,3.512130022,3.40350008,3.413269997,3.459830046,4.098309994,4.006750107,3.935110092,4.018030167,..,..,5.231389999
Tanzania,..,..,2.249269962,2.138070107,..,..,..,..,..,2.53283,2.458590031,2.175909996,..,..,..,..,..,3.561229944,3.546250105,3.009919882,4.033420086,4.185910225,3.960760117,4.541699886,..,..,..,3.384880066,..
Thailand,3.115819931,2.753420115,2.502429962,..,3.08859992,3.045409918,..,3.405230045,3.144979954,3.499609947,4.577189922,4.625699997,4.832670212,5.25345993,4.81787014,3.864919901,3.725610018,4.030889988,3.93859005,4.05038023,3.603149891,3.508500099,3.861939907,3.508440018,4.805550098,4.536709785,4.1240201,..,..
Timor-Leste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.670590401,12.9034996,11.10764027,10.07569981,7.241869926,5.667150021,7.515470028,8.433259964
Togo,4.71762991,..,..,..,..,5.675139904,..,..,..,4.412439823,..,3.984240055,4.185719967,3.920900106,3.767040014,3.487449884,3.326090097,3.109630108,3.159780025,3.435009956,3.510629892,3.285300016,3.867880106,4.096350193,4.309299946,4.719200134,4.423649788,4.78455019,5.10860014
Tonga,..,..,..,..,..,..,..,..,..,..,..,5.590889931,5.460919857,4.940770149,4.532559872,3.792320013,4.16012001,3.908040047,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,..,..,4.19987011,3.654129982,..,..,..,3.431809902,3.558549881,3.248769999,3.325210094,2.438920021,2.756119967,2.755650043,3.065289974,3.543009996,3.136600018,..,..,..,..,..,..,..,..,..,..,..,..
Tunisia,..,..,..,5.790860176,6.027470112,5.754889965,5.983769894,6.176469803,6.429759979,6.287809849,6.679029942,..,6.270989895,6.201980114,6.20182991,5.790030003,6.816730022,6.720779896,6.451570034,6.43859005,6.465519905,6.272190094,6.528480053,6.254809856,..,6.250370026,..,..,6.596010208
Turkey,..,..,..,..,..,..,3.365469933,3.42482996,2.251110077,..,..,0,2.886640072,2.529079914,2.654340029,2.748939991,2.876630068,3.020200014,..,2.750629902,..,..,..,..,..,..,..,..,..
Turkmenistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.049249887,..,..,..
Turks and Caicos Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,4.718830109,4.843009949,5.069139957,4.728779793,..,2.540999889,..,..,..,..,..,..,..,..,..,3.157449961
Tuvalu,..,..,..,7.554180145,..,..,..,..,..,..,3.730829954,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,..,5.103650093,..,..,..,..,..,..,..,..,..,..,..,2.461669922,..,..,..,4.952370167,..,..,..,..,..,1.741510034,2.317689896,1.812160015,1.886430025,1.93035996,2.340490103
Ukraine,..,..,..,..,..,..,..,..,..,..,5.456009865,4.448840141,3.618079901,4.166230202,4.685060024,5.438630104,5.607860088,5.313509941,6.06441021,6.214799881,6.157209873,6.436210155,7.318019867,..,6.162370205,6.692329884,6.671659946,5.874939919,..
United Arab Emirates,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,4.371809959,4.26831007,4.125110149,4.055520058,4.122479916,4.334489822,..,4.850830078,4.839260101,4.386929989,..,4.21201992,3.996959925,4.031189919,4.119229794,4.638869762,4.804669857,4.738790035,4.939139843,4.985310078,4.914820194,4.89331007,5.074319839,5.703239918,5.595230103,..,5.529799938,5.598999977,5.556159973
United States,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.931049824,4.961740017,..
Upper middle income,..,..,..,..,..,..,..,..,..,3.506089926,..,..,4.212140083,3.948930025,3.771124959,3.579050064,3.702075005,3.517194986,3.93859005,3.91008997,3.682640076,3.958519936,4.426460028,4.417619944,3.967819929,3.730320096,4.074200153,..,..
Uruguay,..,..,..,..,2.479079962,2.411530018,..,2.271719933,2.521399975,2.869869947,..,2.243370056,..,2.422549963,2.800960064,2.32220006,2.068209887,2.499540091,2.714750051,2.880259991,..,..,..,..,4.355269909,..,..,..,..
Uzbekistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.090010166,6.025269985,5.786379814
Vanuatu,..,..,..,..,..,..,..,4.388020039,..,..,..,7.640820026,6.162829876,7.003630161,8.95114994,8.131750107,8.441729546,..,..,..,..,5.783030033,5.012949944,..,..,..,..,4.910830021,5.390810013
"Venezuela, RB",3.927510023,3.629410028,..,2.44671011,..,4.310679913,3.817830086,5.006030083,..,..,..,..,..,..,..,..,..,..,..,3.669059992,3.627320051,..,6.874680042,..,..,..,..,..,..
Vietnam,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.886740208,4.816500187,5.137219906,4.813720226,5.533289909,5.65199995,..,..
Virgin Islands (U.S.),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.725470066,5.702700138,5.132679939,5.302499771,..,5.141359806
World,..,..,..,..,..,..,..,..,..,..,..,..,4.125610113,3.864680052,4.020309925,3.972559929,4.067439914,3.994359851,4.056509972,4.001780033,4.10503006,4.341259956,4.663760185,4.539659977,4.272140026,4.207535028,4.529429913,4.629459858,4.62432003
"Yemen, Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,9.64552021,9.237660408,..,..,..,..,..,..,5.15143013,..,..,..,..,..,..,..
Zambia,2.662260056,..,..,..,2.740570068,2.091599941,1.942080021,1.793519974,1.838529944,..,..,2.118230104,1.774950027,1.788190007,..,..,..,2.463429928,1.735530019,..,1.240759969,1.099720001,..,..,..,..,..,..,4.62432003
Zimbabwe,11.64476013,12.33728981,12.28423023,12.45425987,..,22.32221031,..,44.33398056,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.544059992,..,6.07020998,5.995979786,6.13835001,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 10/15/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
